ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5740171,Source1,2,2021-09-29 01:16:00,2021-09-29 02:31:14,29.722341298915282,-81.8275558944615,29.72783129891528,-81.8491958944615,1.3530000000000002,Incident on FL-100 near HOLLOWAY RD Expect delays.,Darvin,Florahome,Putnam,FL,32140,US,US/Eastern,K42J,2021-09-29 00:53:00,67.0,67.0,93.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5742093,Source1,2,2021-03-28 10:27:00,2021-03-28 11:26:30,34.082366,-117.54495,34.071669,-117.54504,0.7390000000000001,Slow traffic on I-15 S - Ontario Fwy S from Historic US-66/Foothill Blvd (I-15) to I-10 (I-15) due to accident.,I-15 S,Rancho Cucamonga,San Bernardino,CA,91730,US,US/Pacific,KONT,2021-03-28 10:53:00,75.0,75.0,19.0,29.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5742648,Source1,2,2021-04-27 05:43:24,2021-04-27 07:47:33,47.162321,-95.932409,47.164494,-95.933018,0.153,Incident on US-59 near CREEK 111 Drive with caution., US Highway 59,Waubun,Mahnomen,MN,56589,US,US/Central,KDTL,2021-04-27 05:35:00,37.0,34.0,100.0,28.37,0.25,NNE,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5745103,Source1,2,2021-07-18 17:24:21,2021-07-18 18:33:43,42.018615,-73.733946,42.00106,-73.737241,1.225,Slow traffic on Taconic State Pkwy S from NY-82 (Ancram) (Taconic State Pkwy) to North Rd (Taconic State Pkwy) due to accident.,Taconic State Pkwy S,Red Hook,Columbia,NY,12571,US,US/Eastern,KPOU,2021-07-18 17:53:00,79.0,79.0,74.0,29.72,10.0,W,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5748212,Source1,2,2021-09-24 10:26:00,2021-09-24 12:55:22,25.846986,-80.211189,25.84707,-80.208574,0.163,Slow traffic on FL-934 from FL-934/NW 13th Ct (FL-934) to I-95 (FL-934) due to accident., NW 8th Ave,Miami,Miami-Dade,FL,33150-3220,US,US/Eastern,KOPF,2021-09-24 10:53:00,88.0,88.0,61.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-5753182,Source1,2,2021-10-18 15:13:00,2021-10-18 16:22:30,41.229591,-111.970256,41.21857,-111.970531,0.762,Slow traffic on US-89 N - US-89 S from 20th St (Washington Blvd/US-89) to UT-79/30th St (Washington Blvd/US-89) due to accident., Washington Blvd,Ogden,Weber,UT,84401-0436,US,US/Mountain,KOGD,2021-10-18 14:53:00,63.0,63.0,31.0,25.18,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-5753883,Source1,2,2021-06-16 19:01:00,2021-06-16 21:22:02,38.882338,-77.40045699999997,38.883675,-77.406219,0.32299999999999995,Stationary traffic on US-50 W from Plaza Ln to Poplar Tree Rd due to accident., Lee Jackson Memorial Hwy,Fairfax,Fairfax County,VA,22033-1905,US,US/Eastern,KIAD,2021-06-16 18:52:00,78.0,78.0,31.0,29.58,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5758604,Source1,2,2021-11-04 07:39:00,2021-11-04 08:07:30,38.235526,-77.50148,38.243836,-77.498989,0.59,Slow traffic on US-1 N - US-17 N from US-17 (Jefferson Davis Hwy/US-1) to Mine Rd/Hood Dr (Jefferson Davis Hwy/US-1) due to accident., Jefferson Davis Hwy,Fredericksburg,Spotsylvania,VA,22407-2610,US,US/Eastern,KEZF,2021-11-04 07:35:00,36.0,36.0,100.0,30.24,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5761302,Source1,2,2021-11-06 20:01:50,2021-11-06 21:19:51,37.122691,-80.535746,37.118986,-80.532379,0.316,Incident on TYLER AVE near TYLER AVE Drive with caution., Tyler Ave,Radford,Radford,VA,24141-5008,US,US/Eastern,KPSK,2021-11-06 20:15:00,39.0,39.0,62.0,28.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5762809,Source1,2,2021-06-22 15:47:00,2021-06-22 17:04:46,33.554957,-117.192031,33.562898,-117.203279,0.8490000000000001,Incident on I-15 NB near MURRIETA HOT SPRINGS Drive with caution.,Corona Fwy N,Murrieta,Riverside,CA,92562,US,US/Pacific,KF70,2021-06-22 15:55:00,86.0,86.0,29.0,28.48,10.0,S,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5766066,Source1,2,2021-09-07 19:39:00,2021-09-07 20:39:00,40.059457,-111.6692,40.059123,-111.669394,0.025,Accident on W 8800 S (State Rd/UT-198) from S 1600 West St/S 1600 W (State Rd/UT-198) to UT-198., N State Road 198,Salem,Utah,UT,84653,US,US/Mountain,KPVU,2021-09-07 19:56:00,75.0,75.0,40.0,25.57,10.0,N,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5768266,Source1,2,2021-03-20 04:59:00,2021-03-20 20:29:55,25.685183,-80.418839,25.686252,-80.416521,0.162,Slow traffic on FL-825 - FL-94 from SW 139th Ave to SW 86th St due to accident., SW 88th St,Miami,Miami-Dade,FL,33186-1302,US,US/Eastern,KTMB,2021-03-20 04:53:00,59.0,59.0,72.0,30.05,10.0,WNW,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5768826,Source1,2,2021-07-26 16:49:09,2021-07-26 17:10:09,25.810399,-80.15480500000002,25.814659,-80.137194,1.134,Stationary traffic on I-195 E from exit [5] to Miami Beach due to accident.,I-195 E,Miami Beach,Miami-Dade,FL,33140,US,US/Eastern,KMIA,2021-07-26 16:53:00,88.0,88.0,65.0,29.93,10.0,SE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5781066,Source1,2,2021-12-14 19:19:00,2021-12-14 22:30:00,36.55052,-76.192797,36.549973,-76.192375,0.044,Near VA State Line / Both Directions. The road is closed near the VA State Line., Caratoke Hwy,Moyock,Currituck,NC,27958-8622,US,US/Eastern,KONX,2021-12-14 09:55:00,49.0,46.0,58.0,30.44,10.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-5789444,Source1,2,2021-08-11 13:12:37,2021-08-11 15:35:28,25.708799,-80.284041,25.706557,-80.285529,0.18,Slow traffic on FL-959 - US-1 S - FL-5 from S Alhambra Cir to Madruga Ave due to accident., S Dixie Hwy,Miami,Miami-Dade,FL,33146,US,US/Eastern,KMIA,2021-08-11 12:53:00,90.0,90.0,59.0,30.11,10.0,E,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5791207,Source1,2,2021-11-15 22:57:46,2021-11-16 00:57:46,44.30287241914605,-120.82144617976752,44.30285241914605,-120.82700617976751,0.275,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use caution., NE 3rd St,Prineville,Crook,OR,97754-8108,US,US/Pacific,KRDM,2021-11-15 22:56:00,40.0,31.0,60.0,26.89,10.0,WNW,18.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5795026,Source1,2,2021-10-13 21:45:00,2021-10-14 00:49:30,40.834888,-73.866247,40.828003,-73.843476,1.2819999999999998,Stationary traffic on I-95 N from Bronx River Pkwy/Exit 4B (I-95) to I-678/Hutchinson River Pkwy/Exit 6 (I-95) due to accident.,Cross Bronx Expy E,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2021-10-13 21:51:00,70.0,70.0,76.0,29.95,10.0,S,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5797112,Source1,2,2021-07-01 10:58:09,2021-07-02 11:30:00,44.299888,-121.563158,44.299231,-121.562602,0.053,A wildfire in the area is causing no to minimum delays. Use caution., Highway 20,Sisters,Deschutes,OR,97759,US,US/Pacific,KRDM,2021-07-01 10:56:00,86.0,86.0,25.0,26.76,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5798487,Source1,2,2021-08-10 13:56:00,2021-08-10 15:36:54,35.09727358801318,-119.03951525631409,35.137893588013185,-119.08431525631408,3.78,Incident on I-5 NB near COPUS RD Right shoulder closed.,I-5,Bakersfield,Kern,CA,93313,US,US/Pacific,KBFL,2021-08-10 13:54:00,98.0,98.0,20.0,29.34,8.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5800715,Source1,2,2021-09-19 12:46:00,2021-09-19 14:48:48,38.918647,-75.962462,38.920295,-75.960352,0.161,MD 309 NORTH/SOUTH AT OLD QUEEN ANNE RD, Old Queen Anne Rd,Queen Anne,Talbot,MD,21657,US,US/Eastern,KRJD,2021-09-19 12:50:00,81.0,81.0,42.0,30.13,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5801180,Source1,2,2021-11-24 20:36:47,2021-11-24 21:36:47,44.0565,-123.352876,44.063582,-123.355626,0.508,A crash has occurred causing no to minimum delays. Use caution., N Territorial Rd,Veneta,Lane,OR,97487,US,US/Pacific,KEUG,2021-11-24 20:54:00,40.0,40.0,93.0,29.98,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5804050,Source1,2,2021-10-13 08:14:30,2021-10-13 10:18:16,29.727187,-95.418618,29.72493,-95.418578,0.156,Slow traffic from US-59/Southwest Fwy (Kirby Dr) to University Blvd (Kirby Dr) due to accident.,Bartlett St,Houston,Harris,TX,77098,US,US/Central,KMCJ,2021-10-13 07:53:00,79.0,79.0,77.0,29.82,10.0,SE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5805224,Source1,2,2021-04-10 13:47:16,2021-04-10 15:47:00,26.33198,-81.762491,26.332713,-81.76251500000002,0.051,Incident on IMPERIAL PKWY near PAWLEY AVE Drive with caution., Chapman Ave,Bonita Springs,Lee,FL,34135-5988,US,US/Eastern,KAPF,2021-04-10 13:53:00,,,,29.9,10.0,S,10.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5822947,Source1,2,2021-09-17 06:49:00,2021-09-17 08:52:38,40.741557,-77.227424,40.725599,-77.268799,2.431,Incident on US-522 WB near TRY RD Drive with caution., Route 522,Beaver Springs,Snyder,PA,17812-9453,US,US/Eastern,KSEG,2021-09-17 06:53:00,68.0,68.0,96.0,29.77,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5827018,Source1,2,2021-05-09 02:16:44,2021-05-09 04:38:57,33.362925,-81.003876,33.361643,-81.004949,0.108,Incident on US-301 near HOSTA DR Drive with caution., Bamberg Rd,Cope,Orangeburg,SC,29038-9061,US,US/Eastern,KOGB,2021-05-09 01:53:00,56.0,56.0,80.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5840353,Source1,2,2021-07-06 16:33:33,2021-07-06 17:58:39,40.79804062823869,-74.26724553072803,40.80485062823869,-74.28418553072801,1.003,Incident on I-280 WB near PLEASANT VALLEY WAY Right lane blocked. Expect delays.,I-280,West Orange,Essex,NJ,07052,US,US/Eastern,KCDW,2021-07-06 16:53:00,95.0,95.0,41.0,29.7,10.0,WSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5844362,Source1,2,2021-12-09 08:53:09,2021-12-09 09:40:30,25.879935,-80.357455,25.879698,-80.355898,0.098,Accident on NW 121st Way from NW 122nd St to US-27 S - FL-25., W Okeechobee Rd,Miami,Miami-Dade,FL,33178,US,US/Eastern,KMIA,2021-12-09 08:53:00,76.0,76.0,94.0,30.11,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5845906,Source1,2,2021-07-31 11:39:39,2021-07-31 12:44:39,28.410769,-81.456175,28.415774,-81.459126,0.39,Stationary traffic from Central Florida Pkwy (International Dr) to FL-528 Toll/Beachline Expy (International Dr) due to accident., International Dr,Orlando,Orange,FL,32821-7392,US,US/Eastern,KMCO,2021-07-31 11:53:00,91.0,91.0,55.0,29.96,10.0,SSW,13.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5848013,Source1,2,2021-11-09 17:04:37,2021-11-09 19:04:37,47.528955,-95.652896,47.527757,-95.642894,0.474,Incident on US-2 near SATHER DR Drive with caution., US Highway 2 SE,Fosston,Polk,MN,56542-9274,US,US/Central,KFSE,2021-11-09 16:55:00,41.0,41.0,53.0,28.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5849513,Source1,2,2021-10-08 04:46:34,2021-10-08 06:01:34,37.120091,-93.481609,37.11957,-93.481636,0.036000000000000004,Incident on W WALNUT ST near S GRANT AVE Drive with caution., W Grant St,Republic,Greene,MO,65738-1468,US,US/Central,KSGF,2021-10-08 04:52:00,62.0,62.0,93.0,28.68,10.0,SSE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5851699,Source1,2,2021-07-20 08:06:00,2021-07-20 09:43:35,42.53073,-83.115774,42.543999,-83.11635799999998,0.917,Incident on I-75 NB near 14 MILE Expect long delays.,Chrysler Expy N,Madison Heights,Oakland,MI,48071,US,US/Eastern,KVLL,2021-07-20 08:15:00,73.0,73.0,78.0,29.28,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5853268,Source1,2,2021-03-10 03:54:00,2021-03-10 06:49:12,34.072601,-117.787648,34.072934000000004,-117.787475,0.025,Accident from Valley Blvd/W Holt Ave (Fairplex Dr) to I-10/San Bernardino Fwy (Fairplex Dr).,Fairplex Dr,Pomona,Los Angeles,CA,91768,US,US/Pacific,KPOC,2021-03-10 15:47:00,46.0,46.0,81.0,28.97,7.0,CALM,0.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5854806,Source1,2,2021-06-23 15:34:44,2021-06-23 17:38:15,26.52556,-81.871071,26.528,-81.872281,0.184,Slow traffic on FL-45 - County Hwy-865 - US-41 N from Jamaica Bay Blvd to Old Gladiolus Dr due to accident., S Tamiami Trl,Fort Myers,Lee,FL,33912-1955,US,US/Eastern,KRSW,2021-06-23 15:25:00,73.0,73.0,93.0,30.07,10.0,SE,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5856741,Source1,2,2021-07-02 09:30:30,2021-07-02 11:34:32,37.596272,-77.59648,37.596864,-77.59428299999998,0.127,Slow traffic on VA-7514 - VA-157 - VA-6 from Palace Way to Westhampton Memorial Park due to accident., Patterson Ave,Henrico,Henrico,VA,23238-5125,US,US/Eastern,KOFP,2021-07-02 09:38:00,70.0,70.0,90.0,29.58,2.0,WNW,5.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5862008,Source1,2,2021-08-28 07:26:00,2021-08-28 09:11:31,39.216493,-121.061776,39.216223,-121.061764,0.019,Incident on S AUBURN ST near NEAL ST Drive with caution., Colfax Ave,Grass Valley,Nevada,CA,95945,US,US/Pacific,KGOO,2021-08-28 07:35:00,73.0,73.0,29.0,26.65,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5862461,Source1,2,2021-12-06 12:36:00,2021-12-06 13:51:36,30.253915000000006,-81.58402199999998,30.25676,-81.586078,0.232,Incident on SOUTHPOINT PKWY near BELFORT RD Drive with caution., Southpoint,Jacksonville,Duval,FL,32216,US,US/Eastern,KCRG,2021-12-06 12:53:00,77.0,77.0,62.0,30.02,10.0,SW,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5865694,Source1,2,2021-05-20 16:52:00,2021-05-20 19:15:30,34.03207182867988,-118.21899533215418,34.03422182867988,-118.22182533215418,0.22,Accident from exit [134C] to I-10 E.,I-5,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2021-05-20 16:52:00,69.0,,45.0,29.64,10.0,,,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5871445,Source1,2,2021-09-17 19:42:33,2021-09-17 20:05:30,28.334713,-81.489637,28.333008000000003,-81.490841,0.139,Slow traffic on US-192 W from Kyngs Heath Rd to Seaview Castle Dr due to accident.,N Poinciana Blvd,Kissimmee,Osceola,FL,34746,US,US/Eastern,KISM,2021-09-17 19:56:00,76.0,76.0,94.0,30.0,10.0,CALM,0.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5897672,Source1,2,2021-06-09 21:46:00,2021-06-09 23:01:36,25.927509069319115,-80.2081668373098,25.927159069319114,-80.2053568373098,0.17600000000000002,Incident on FL-826 EB near I-95 Drive with caution.,Florida's Tpke S,Miami,Miami-Dade,FL,33169,US,US/Eastern,KHWO,2021-06-09 21:53:00,80.0,80.0,74.0,30.11,10.0,E,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5906672,Source1,2,2021-03-31 06:01:30,2021-03-31 07:50:30,35.984364,-83.91564100000002,35.963256,-83.939225,1.966,Slow traffic on I-40 W from Cherry St/Exit 390 (I-40) to US-129/Alcoa Hwy/Exit 386 (I-40) due to accident.,I-40 W,Knoxville,Knox,TN,37917,US,US/Eastern,KTYS,2021-03-31 05:53:00,61.0,61.0,97.0,28.95,5.0,WNW,3.0,0.15,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5917537,Source1,2,2021-11-05 17:35:31,2021-11-05 18:10:58,26.098037,-80.24414,26.100382,-80.253659,0.612,Slow traffic on FL-84 from Davie Rd/SW 64th Ave (FL-84) to S Pine Island Rd/SW 88th Ter (FL-84) due to accident., W State Road 84,Fort Lauderdale,Broward,FL,33317,US,US/Eastern,KFLL,2021-11-05 17:53:00,75.0,75.0,100.0,29.86,9.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5923089,Source1,2,2021-11-19 16:56:00,2021-11-19 18:28:06,37.302371,-79.329162,37.300798,-79.352703,1.298,Stationary traffic on US-460 W from New London Rd/Thomas Jefferson Rd (E Lynchburg Salem Tpke/US-460) to US-460/E Main St (E Lynchburg Salem Tpke/US-460) due to accident., E Lynchburg Salem Tpke,Forest,Bedford County,VA,24551,US,US/Eastern,KLYH,2021-11-19 16:54:00,45.0,45.0,33.0,29.41,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5936929,Source1,2,2021-06-08 17:16:00,2021-06-08 20:01:00,35.801443,-78.18846500000002,35.800638,-78.189112,0.066,Incident on NC-231 NB near US-264 Road closed. Take alternate route., S NC 231,Middlesex,Nash,NC,27557,US,US/Eastern,KLHZ,2021-06-08 17:15:00,82.0,82.0,66.0,29.72,10.0,W,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5942253,Source1,2,2021-11-15 17:46:00,2021-11-16 00:44:00,47.604191,-122.332718,47.603486,-122.332077,0.057,Construction on COLUMBIA ST EB near 3RD AVE Drive with caution., Columbia St,Seattle,King,WA,98104-1511,US,US/Pacific,KBFI,2021-11-15 17:53:00,46.0,41.0,68.0,29.88,10.0,SW,12.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Day
A-5946962,Source1,2,2021-11-28 17:58:00,2021-11-28 23:59:55,37.344991,-121.781641,37.345332,-121.782151,0.037000000000000005,Accident from Klein Rd to Pleasant Vista Dr., Mount Pleasant Rd,San Jose,Santa Clara,CA,95148-1811,US,US/Pacific,KRHV,2021-11-28 17:50:00,61.0,61.0,59.0,30.03,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5947106,Source1,2,2021-09-25 20:57:41,2021-09-26 01:47:21,40.700358,-73.91256800000002,40.69994000000001,-73.911819,0.049,Incident on WYCKOFF AVE EB near GATES AVE Road closed. Take alternate route., Linden St,Brooklyn,Kings,NY,11237-5801,US,US/Eastern,KJRB,2021-09-25 20:51:00,67.0,67.0,63.0,29.82,10.0,CALM,0.0,0.0,Fair,True,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-5953879,Source1,2,2021-12-18 11:36:55,2021-12-18 13:38:27,32.443399,-93.71981,32.443362,-93.717314,0.146,Slow traffic on LA-511 from LA-523/Line Ave (E 70th St/LA-511) to E Kings Hwy (E 70th St/LA-511) due to accident., E 70th St,Shreveport,Caddo,LA,71105-5116,US,US/Central,KBAD,2021-12-18 11:26:00,61.0,61.0,94.0,29.83,6.0,NE,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5955803,Source1,2,2021-11-18 15:13:00,2021-11-18 17:19:00,38.529147,-122.793281,38.499766,-122.761347,2.665,Stationary traffic on Redwood Hwy S - US-101 S from Old Redwood Hwy (Windsor) (US-101) to Mark West Springs Rd/River Rd (US-101) due to accident.,Redwood Hwy S,Windsor,Sonoma,CA,95492,US,US/Pacific,KSTS,2021-11-18 14:53:00,57.0,57.0,77.0,29.9,7.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5956436,Source1,2,2021-12-17 13:14:04,2021-12-17 14:35:10,33.796663,-78.74554499999998,33.796763,-78.74521999999997,0.02,Incident on US-17 NB near OCEAN CREEK DR Drive with caution.,Ocean Creek Dr,Myrtle Beach,Horry,SC,29572,US,US/Eastern,KCRE,2021-12-17 12:53:00,71.0,71.0,73.0,30.16,10.0,SSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5956866,Source1,2,2021-03-05 13:44:00,2021-03-05 13:55:30,37.354468,-121.83797,37.360475,-121.84135,0.455,Slow traffic on Sinclair Fwy N - I-680 N from Jackson Ave (I-680) to Alum Rock Ave (I-680) due to accident.,I-680 N,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2021-03-05 13:50:00,66.0,66.0,37.0,29.94,10.0,NW,5.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5958018,Source1,2,2021-12-08 14:43:30,2021-12-08 16:50:21,28.436204,-81.366644,28.435476,-81.36750699999997,0.073,Slow traffic on County Hwy-527 - County Hwy-527A from Atlantic Ave to Pine St due to accident., E Landstreet Rd,Orlando,Orange,FL,32824,US,US/Eastern,KMCO,2021-12-08 14:53:00,84.0,84.0,49.0,29.86,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5974736,Source1,2,2021-08-28 06:57:00,2021-08-28 12:25:18,39.886175,-75.213759,39.885734,-75.212101,0.093,Crash on I-95 northbound 2 miles NORTH of Exit 13: TO I-76 / PA-291 WEST VALLEY FORGE. There is a ramp closure.,Delaware Expy N,Philadelphia,Philadelphia,PA,19153,US,US/Eastern,KPHL,2021-08-28 06:54:00,75.0,75.0,94.0,30.13,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5981011,Source1,2,2021-08-03 14:54:22,2021-08-03 16:31:41,29.381178,-98.639869,29.381735,-98.638248,0.105,Incident on I-410 EB near VALLEY HI DR Drive with caution., Valley Hi Dr,San Antonio,Bexar,TX,78227-4613,US,US/Central,KSKF,2021-08-03 14:55:00,86.0,86.0,65.0,29.21,10.0,NNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5982771,Source1,2,2021-06-20 10:20:30,2021-06-20 18:04:30,34.079625,-118.22061200000002,34.104874,-118.252971,2.544,Slow traffic on Golden State Fwy N - I-5 N from Humboldt St (I-5) to CA-2/Glendale Fwy (I-5) due to accident.,Golden State Fwy N,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2021-06-20 09:52:00,70.0,70.0,68.0,29.66,7.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5987289,Source1,2,2021-05-06 17:33:08,2021-05-06 20:25:47,41.977307,-73.94494,41.977804,-73.946435,0.084,Crash on Kingston-Rhinecliff Bridge eastbound Center Span (Kingston/Rhinecliff) to Dutchess County Side (Rhinecliff) All lanes open Please use caution and expect delays.,Kingston Rhinecliff Brg,Rhinebeck,Dutchess,NY,12572,US,US/Eastern,KPOU,2021-05-06 17:53:00,63.0,63.0,29.0,29.7,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5989297,Source1,2,2021-08-31 16:26:00,2021-08-31 17:43:48,38.701248,-121.330701,38.700934,-121.330281,0.031,Incident on HOBBS LN near HOUSE 5821 Right shoulder closed., Azimuth Ln,Sacramento,Sacramento,CA,95842-1633,US,US/Pacific,KMCC,2021-08-31 16:35:00,91.0,91.0,16.0,29.49,10.0,SSW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5990146,Source1,2,2021-05-23 15:52:21,2021-05-23 18:26:19,33.992301,-80.955404,34.017376,-80.94880500000002,1.773,Stationary traffic on I-77 N - Southeastern Beltway N from SC-262/Leesburg Rd/Exit 9B (I-77) to SC-12/Forest Dr/Exit 12 (I-77) due to accident.,I-77 N,Columbia,Richland,SC,29209,US,US/Eastern,KCUB,2021-05-23 15:53:00,93.0,93.0,28.0,29.93,10.0,N,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
